id,birthdate,career_ast,career_fg,career_fg3,career_ft,career_g,career_per,career_pts,career_trb,career_ws,career_efg,college,draft_round,draft_year,height,name,position,shoots,weight,birth_year,birth_month,birth_day,career_ast normalized,career_fg normalized,career_fg3 normalized,career_ft normalized,career_g normalized,career_per normalized,career_pts normalized,career_trb normalized,career_ws normalized,career_efg normalized,height normalized,weight normalized,attended_college,Point Guard,Shooting Guard,Small Forward,Power Forward,Center,Forward,Guard,career_revenue,adjusted_career_revenue
stanste01,1961-02-27,2.0,44.4,22.4,77.9,192,9.9,6.3,1.4,2.4,45.5,Temple University,1st round,1984,77,Terence Stansbury,Shooting Guard,Right,170,1961,2,27,0.25834238805402887,0.06926787999199856,0.09511978967701547,0.5274082804238988,-0.49808025801466477,-0.41824383384479963,-0.22437507594135184,-0.8396980098587272,-0.5549910814636216,-0.05832099584921424,-0.5207003521633603,-1.66714736206426,1,0,1,0,0,0,0,1,160000,154551
stausni01,1993-10-07,1.5,38.9,35.3,81.4,335,9.1,6.8,2.1,3.8,49.0,University of Michigan,1st round,2014,78,Nik Stauskas,Shooting Guard,Right,205,1993,10,7,-0.07666919477472071,-0.610291314244107,0.8945352041040782,0.7509104659270658,-0.07178521084787202,-0.5680197366480777,-0.12419314579400209,-0.5338547701187357,-0.5077064345253376,0.36272630906128245,-0.23661544115375133,-0.33337617486291427,1,0,1,0,0,0,0,1,12415467,6175973
stepavl01,1976-05-08,0.3,42.5,13.3,53.6,270,12.8,4.1,4.4,5.2,42.6,N/A,1st round,1998,84,Vladimir Stepania,Center,Right,236,1976,5,8,-0.8806969935637197,-0.16548893256229227,-0.4688089135234705,-1.0243354646409468,-0.2655556868327778,0.12469381381708321,-0.6651755685896907,0.4710587318840933,-0.46042178758705354,-0.40718876277505417,1.4678940249039027,0.8479640195154206,0,0,0,0,0,1,0,0,5759509,3776210
stephev01,1966-10-21,1.0,33.3,20.0,79.2,38,7.4,1.9,0.6,-0.4,34.7,Purdue University,2nd round,1988,74,Everette Stephens,Point Guard,Right,175,1966,10,21,-0.4116807776034703,-1.3022061301935963,-0.05360865951871704,0.6104233778965035,-0.9571672318865955,-0.8862935301050433,-1.1059760612380296,-1.189233140990146,-0.6495603753401897,-1.3575526795730322,-1.3729550851921872,-1.4766086210354963,1,1,0,0,0,0,0,1,100000,89812
stephla01,1990-09-05,2.9,44.4,31.5,68.5,508,12.1,8.6,4.2,16.7,48.8,University of Cincinnati,2nd round,2010,78,Lance Stephenson,Small Forward and Shooting Guard,Right,230,1990,9,5,0.8613632371457781,0.06926787999199856,0.6590484928775017,-0.07285473207032162,0.4439423636965696,-0.006360101135785245,0.23646180273645695,0.38367494910123856,-0.07201218773686298,0.3386664630663966,-0.23661544115375133,0.6193175302809041,1,0,1,1,0,0,1,1,30986672,15604959
steppbr01,1959-11-07,1.2,46.9,31.0,82.0,238,12.5,5.4,1.4,4.6,47.4,Georgia Institute of Technology,1st round,1982,77,Brook Steppe,Point Guard and Shooting Guard,Right,195,1959,11,7,-0.2776761444719705,0.37815842282659196,0.6280633992950574,0.7892251262990368,-0.3609503827022699,0.06852785026585383,-0.40470255020658125,-0.8396980098587272,-0.48068663627488956,0.17024754110219806,-0.5207003521633603,-0.7144536569204416,1,1,1,0,0,0,0,1,100000,100000
stevede01,1981-04-03,1.6,40.6,34.0,69.8,824,9.9,7.2,2.2,12.1,45.6,N/A,1st round,2000,77,DeShawn Stevenson,Small Forward and Shooting Guard,Right,210,1981,4,3,-0.009666878208970739,-0.40024574511658306,0.8139739607897232,0.010160365402283095,1.385964985407804,-0.41824383384479963,-0.044047601676122226,-0.49016287872730835,-0.22737602767693918,-0.04629107285177131,-0.5207003521633603,-0.1428374338341506,0,0,1,1,0,0,1,1,27897988,16075158
stewake01,1973-12-19,0.1,46.2,0.0,64.0,15,14.0,2.7,2.1,0.2,46.2,"University of Nevada, Las Vegas, California State University, Bakersfield",2nd round,1997,80,Kebu Stewart,Power Forward,Right,239,1973,12,19,-1.0147016266952196,0.29166907083290633,-1.2930124028164887,-0.36021468486010777,-1.0257321695427928,0.3493576680220001,-0.94568497300227,-0.5338547701187357,-0.6292955266523538,0.02588846513288543,0.3315543808654667,0.9622872641326787,1,0,0,0,1,0,1,0,260941,183572
stipast01,1960-11-17,2.3,48.4,17.9,79.6,403,15.1,13.2,7.8,30.4,48.6,University of Missouri,1st round,1983,83,Steve Stipanovich,Center,Right,245,1960,11,17,0.4593493377512785,0.563492748527348,-0.18374605256498316,0.6359664848111506,0.13092851787479867,0.5552995343765073,1.1581355600920746,1.956583039192623,0.39070185730205964,0.31460661707151155,1.1838091138942937,1.190933753367195,1,0,0,0,0,1,0,0,2620000,2451361
stithbr01,1970-12-10,2.0,42.4,32.9,84.1,586,12.8,10.1,3.4,29.5,45.6,University of Virginia,1st round,1992,77,Bryant Stith,Shooting Guard,Right,208,1970,12,10,0.25834238805402887,-0.1778445542756762,0.7458067549083456,0.9233264376009367,0.6764669348784565,0.12469381381708321,0.5370075931785062,0.034139817969819665,0.36030458427030565,-0.04629107285177131,-0.5207003521633603,-0.21905293024565606,1,0,1,0,0,0,0,1,32181000,22452402
stivral01,1962-11-29,0.2,46.5,0.0,50.0,22,10.5,2.0,1.0,-0.1,46.5,"Creighton University, University of Colorado",4th round,1985,80,Alex Stivrins,Power Forward and Small Forward,Right,220,1962,11,29,-0.9476993101294696,0.3287359359730572,-1.2930124028164887,-1.2542234268727759,-1.0048645798213416,-0.3059119067423412,-1.0859396752085595,-1.0144655754244365,-0.6394279509962718,0.061978234125213374,0.3315543808654667,0.23824004822337677,1,0,0,1,1,0,1,0,140000,109550
stockjo01,1962-03-26,10.5,51.5,38.4,82.6,1504,21.8,13.1,2.7,207.7,54.6,Gonzaga University,1st round,1984,73,John Stockton,Point Guard,Right,170,1962,3,26,5.953539296142772,0.946517021642244,1.0866427843152329,0.827539786671008,3.413102272634511,1.8096727203539607,1.1380991740626047,-0.27170342177017165,6.378964644557606,1.0364019969180773,-1.6570399962017963,-1.66714736206426,1,1,0,0,0,0,0,1,67753000,47807477
stojape01,1977-06-09,1.8,45.0,40.1,89.5,804,17.1,17.0,4.7,82.6,53.2,N/A,1st round,1996,81,Peja Stojakovic,Small Forward,Right,220,1977,6,9,0.12433775492252906,0.14340161027230117,1.1919921024955435,1.2681583809486805,1.3263433004893714,0.9297392913847026,1.9195182292119326,0.6021344060583753,2.153743693143794,0.8679830749538787,0.6156392918750757,0.23824004822337677,0,0,0,1,0,0,1,0,97956720,57391972
stokeed01,1971-09-03,0.3,33.3,0.0,50.0,4,6.4,0.8,1.0,0.0,33.3,University of Arizona,2nd round,1993,84,Ed Stokes,Center,Right,264,1971,9,3,-0.8806969935637197,-1.3022061301935963,-1.2930124028164887,-1.2542234268727759,-1.0585240962479308,-1.073513408609141,-1.326376307562199,-1.0144655754244365,-0.6360504762149658,-1.5259716015372315,1.4678940249039027,1.9149809692764972,1,0,0,0,0,1,0,0,272500,192030
stokegr01,1963-08-05,0.4,44.5,0.0,69.6,42,9.0,3.1,1.5,0.3,44.5,University of Iowa,2nd round,1985,82,Greg Stokes,Power Forward,Right,220,1963,8,5,-0.8136946769979698,0.08162350170538248,-1.2930124028164887,-0.002611188055040916,-0.9452428949029089,-0.5867417244984874,-0.8655394288843901,-0.7960061184672999,-0.6259180518710478,-0.17862022582364187,0.8997242028846847,0.23824004822337677,1,0,0,0,1,0,1,0,70000,67616
stokeja01,1994-01-07,0.3,58.1,0.0,53.1,28,19.4,2.4,1.4,0.6,58.1,University of Tennessee,2nd round,2014,81,Jarnell Stokes,Center and Power Forward,Right,263,1994,1,7,-0.8806969935637197,1.7619880547255709,-1.2930124028164887,-1.0562643482842564,-0.9869780743458118,1.3603450119441263,-1.00579413109068,-0.8396980098587272,-0.6157856275271297,1.457449301828574,0.6156392918750757,1.8768732210707444,1,0,0,0,1,1,1,0,1720059,865808
stonedi01,1997-02-10,0.0,23.1,0.0,100.0,7,-1.2,1.4,0.9,-0.1,23.1,University of Maryland,2nd round,2016,83,Diamond Stone,Center,Right,255,1997,2,10,-1.0817039432609694,-2.562479544958737,-1.2930124028164887,1.9386649374581815,-1.049580843510166,-2.4963844852402817,-1.2061579913853795,-1.058157466815864,-0.6394279509962718,-2.7530237472763925,1.1838091138942937,1.5720112354247224,1,0,0,0,0,1,0,0,1906082,934788
stoudda01,1973-09-03,6.1,40.6,35.7,83.3,878,15.4,13.4,3.5,55.4,46.4,University of Arizona,1st round,1995,70,Damon Stoudamire,Point Guard,Left,171,1973,9,3,3.005437367249775,-0.40024574511658306,0.9193232789700339,0.8722402237716416,1.546943534687572,0.6114654979277366,1.1982083321510146,0.07783170936124705,1.235070552628561,0.04994831112777044,-2.509294729230623,-1.6290396138585073,1,1,0,0,0,0,0,1,99672198,64702906
stoudsa01,1982-10-11,1.0,40.7,36.6,88.2,157,11.8,8.0,1.4,2.2,48.3,University of Arizona,2nd round,2005,73,Salim Stoudamire,Point Guard and Shooting Guard,Left,179,1982,10,11,-0.4116807776034703,-0.38789012340319917,0.9750964474184335,1.1851432834760758,-0.6024182066219218,-0.0625260646870143,0.11624348655963733,-0.8396980098587272,-0.5617460310262337,0.27851684807918275,-1.6570399962017963,-1.3241776282124855,1,1,1,0,0,0,0,1,2187000,1278932
stoudam01,1982-11-16,1.2,53.7,23.6,76.1,846,21.8,18.9,7.8,92.5,53.8,N/A,1st round,2002,82,Amar'e Stoudemire,Center and Power Forward,Right,245,1982,11,16,-0.2776761444719705,1.2183406993366865,0.16948401427488194,0.41246429930798356,1.4515488388180797,1.8096727203539607,2.3002095637718614,1.956583039192623,2.4881136964930888,0.9401626129385346,0.8997242028846847,1.190933753367195,0,0,0,0,1,1,1,0,167683566,90994566
strawdj01,1985-06-15,0.9,31.5,24.0,47.4,33,6.2,2.2,0.8,-0.2,34.8,University of Maryland,2nd round,2007,77,D.J. Strawberry,Shooting Guard,Right,201,1985,6,15,-0.4786830941692202,-1.5246073210345032,0.1942720891408373,-1.4202536218179858,-0.9720726531162036,-1.1109573843099605,-1.0458669031496197,-1.1018493582072912,-0.6428054257775777,-1.34552275657559,-0.5207003521633603,-0.48580716768592525,1,0,1,0,0,0,0,1,427163,242746
stricro02,1966-07-11,7.3,45.4,28.2,72.1,1094,18.0,13.2,3.7,85.8,46.2,DePaul University,1st round,1988,75,Rod Strickland,Shooting Guard and Point Guard,Right,175,1966,7,11,3.8094651660387746,0.19282409712583592,0.4545468752333693,0.15703323016150694,2.1908577318066436,1.09823718203839,1.1581355600920746,0.1652154921441018,2.2618228861455862,0.02588846513288543,-1.0888701741825784,-1.4766086210354963,1,1,1,0,0,0,0,1,41163317,28719048
stroejo01,1958-07-24,0.5,36.9,0.0,66.7,46,7.4,1.8,1.8,-0.1,36.9,University of Montana,8th round,1980,82,John Stroeder,Power Forward,Right,260,1958,7,24,-0.7466923604322199,-0.8574037485117817,-1.2930124028164887,-0.1877987131862359,-0.9333185579192225,-0.8862935301050433,-1.1260124472674995,-0.6649304442930178,-0.6394279509962718,-1.092894373629292,0.8997242028846847,1.7625499764534862,1,0,0,0,1,0,1,0,75000,69423
stronde01,1968-02-09,0.6,43.0,18.0,78.6,456,13.8,6.8,4.9,18.5,43.2,Xavier University,2nd round,1990,80,Derek Strong,Power Forward,Right,220,1968,2,9,-0.6796900438664699,-0.10371082399537358,-0.17754903384849421,0.5721087175245314,0.2889259829086449,0.3119136923211807,-0.12419314579400209,0.6895181888412301,-0.011217641673354864,-0.3350092247903974,0.3315543808654667,0.23824004822337677,1,0,0,0,1,0,1,0,20366200,13847716
strotla01,1968-05-10,1.1,32.9,13.3,71.4,13,5.8,4.6,1.2,-0.5,34.2,Christopher Newport University,2nd round,1991,76,Lamont Strothers,Shooting Guard,Right,190,1968,5,10,-0.3446784610377203,-1.3516286170471312,-0.4688089135234705,0.11233279306087428,-1.0316943380346362,-1.1858453357115994,-0.564993638442341,-0.927081792641582,-0.6529378501214957,-1.417702294560246,-0.8047852631729693,-0.9049923979492053,1,0,1,0,0,0,0,1,150000,120314
stuckro01,1986-04-21,3.6,42.3,30.0,82.4,651,14.9,12.6,2.9,28.7,44.3,Eastern Washington University,1st round,2007,77,Rodney Stuckey,Point Guard and Shooting Guard,Right,210,1986,4,21,1.3303794531060276,-0.19020017598906008,0.5660932121301688,0.8147682332136849,0.8702374108633624,0.5178555586756879,1.0379172439152549,-0.18431963898731707,0.3332847860198576,-0.20268007181852774,-0.5207003521633603,-0.1428374338341506,1,1,1,0,0,0,0,1,48057071,25109242
sullija01,1992-03-04,1.8,43.6,27.2,72.3,269,16.2,10.8,7.5,15.3,46.3,Ohio State University,1st round,2012,81,Jared Sullinger,Power Forward,Right,260,1992,3,4,0.12433775492252906,-0.029577093715070987,0.39257668806848073,0.16980478361883097,-0.26853677107869944,0.7612414007310144,0.677262295384796,1.8255073650183407,-0.119296834675147,0.03791838813032751,0.6156392918750757,1.7625499764534862,1,0,0,0,1,0,1,0,11994420,6051461
summeda01,1988-01-24,0.3,38.4,36.7,64.2,83,7.1,3.3,1.0,-0.1,43.8,Georgetown University,2nd round,2009,80,DaJuan Summers,Power Forward and Small Forward,Right,230,1988,1,24,-0.8806969935637197,-0.6720694228110257,0.9812934661349225,-0.34744313140278377,-0.8230184408201222,-0.9424594936562727,-0.8254666568254503,-1.0144655754244365,-0.6394279509962718,-0.26282968680574154,0.3315543808654667,0.6193175302809041,1,0,0,1,1,0,1,0,1522920,830277
sundobr01,1980-02-10,0.2,35.6,20.8,52.6,102,5.4,1.7,1.0,-0.7,36.7,N/A,2nd round,1998,86,Bruno Sundov,Center,Right,220,1980,2,10,-0.9476993101294696,-1.0180268307857698,-0.00403250978680613,-1.088193231927566,-0.7663778401476112,-1.2607332871132384,-1.1460488332969694,-1.0144655754244365,-0.6596927996841078,-1.1169542196241768,2.0360638469231205,0.23824004822337677,0,0,0,0,0,1,0,0,4493990,2943407
sundvjo01,1961-07-02,2.9,45.2,39.2,84.9,502,12.5,7.7,1.1,8.9,48.3,University of Missouri,1st round,1983,74,Jon Sundvold,Point Guard and Shooting Guard,Right,170,1961,7,2,0.8613632371457781,0.16811285369906898,1.136218934047144,0.9744126514302328,0.4260558582210398,0.06852785026585383,0.05613432847122752,-0.9707736840330092,-0.3354552206787313,0.27851684807918275,-1.3729550851921872,-1.66714736206426,1,1,1,0,0,0,0,1,1452000,1283549
surabo01,1973-03-25,3.8,41.4,32.5,68.9,657,14.3,8.6,3.4,28.3,46.0,Florida State University,1st round,1995,77,Bob Sura,Shooting Guard and Point Guard,Right,200,1973,3,25,1.4643840862375272,-0.30140077140951355,0.7210186800423902,-0.047311625155673595,0.8881239163388921,0.40552363157322946,0.23646180273645695,0.034139817969819665,0.3197748868946336,0.0018286191379995671,-0.5207003521633603,-0.5239149158916779,1,1,1,0,0,0,0,1,45395918,29215548
suttogr01,1967-12-03,1.7,39.6,36.1,74.3,168,9.7,4.5,0.9,1.0,48.0,Oral Roberts University,2nd round,1991,74,Greg Sutton,Point Guard,Right,170,1967,12,3,0.05733543835677909,-0.5238019622504204,0.9441113538359892,0.29752031819206926,-0.5696262799167838,-0.4556878095456193,-0.5850300244718108,-1.058157466815864,-0.6022757284019057,0.2424270790868548,-1.3729550851921872,-1.66714736206426,1,1,0,0,0,0,0,1,564500,427676
swanica01,1997-04-18,0.5,37.2,13.3,66.7,48,6.1,2.2,2.5,-0.2,38.1,Purdue University,1st round,2017,81,Caleb Swanigan,Power Forward,Right,250,1997,4,18,-0.7466923604322199,-0.8203368833716299,-0.4688089135234705,-0.1877987131862359,-0.9273563894273792,-1.1296793721603702,-1.0458669031496197,-0.3590872045530264,-0.6428054257775777,-0.9485352976599785,0.6156392918750757,1.3814724943959589,1,0,0,0,1,0,1,0,1465920,714758
sweetmi01,1982-10-25,0.6,48.5,0.0,68.9,233,15.1,6.5,4.5,7.8,48.5,Georgetown University,1st round,2003,80,Mike Sweetney,Center and Power Forward,Right,275,1982,10,25,-0.6796900438664699,0.575848370240732,-1.2930124028164887,-0.047311625155673595,-0.37585580393187806,0.5552995343765073,-0.1843023038824119,0.5147506232755205,-0.37260744327309736,0.3025766940740686,0.3315543808654667,2.3341661995397773,1,0,0,0,1,1,1,0,8633596,5257765
swiftro01,1985-12-03,0.2,50.6,0.0,61.0,97,11.4,4.3,3.9,1.7,50.6,N/A,1st round,2004,84,Robert Swift,Center,Right,245,1985,12,3,-0.9476993101294696,0.8353164262217906,-1.2930124028164887,-0.5517879867199652,-0.7812832613772194,-0.13741401608865336,-0.6251027965307508,0.2525992749269564,-0.5786334049327637,0.5552050770203668,1.4678940249039027,1.190933753367195,0,0,0,0,0,1,0,0,11473684,6663207
swiftst01,1979-11-21,0.5,47.3,7.4,69.9,547,16.1,8.4,4.6,21.3,47.3,Louisiana State University,1st round,2000,81,Stromile Swift,Power Forward and Center,Right,225,1979,11,21,-0.7466923604322199,0.42758090968012674,-0.8344330177963132,0.016546142130945553,0.560204649287513,0.7425194128806051,0.1963890306775172,0.5584425146669477,0.08335165220321329,0.15821761810475513,0.6156392918750757,0.42877878925214047,1,0,0,0,1,1,1,0,43190443,26314399
sypa01,1988-04-05,0.7,33.3,0.0,100.0,3,9.2,2.3,1.0,0.0,33.3,N/A,2nd round,2010,79,Pape Sy,Small Forward,Right,225,1988,4,5,-0.6126877273007201,-1.3022061301935963,-1.2930124028164887,1.9386649374581815,-1.0615051804938525,-0.549297748797668,-1.0258305171201498,-1.0144655754244365,-0.6360504762149658,-1.5259716015372315,0.04746946985585768,0.42877878925214047,0,0,0,1,0,0,1,0,473604,258750
szczewa02,1977-03-05,2.4,48.5,40.6,86.0,651,16.0,14.1,4.0,53.3,52.6,Miami University,1st round,1999,79,Wally Szczerbiak,Small Forward,Right,244,1977,3,5,0.5263516543170285,0.575848370240732,1.2229771960779878,1.0446561954455134,0.8702374108633624,0.7237974250301951,1.338463034357304,0.29629116631838376,1.1641435822211346,0.795803536969222,0.04746946985585768,1.1528260051614425,1,0,0,1,0,0,1,0,74745147,44818733
tabakza01,1970-06-15,0.7,50.6,0.0,52.5,247,11.3,5.0,3.6,2.4,50.6,N/A,2nd round,1991,84,Zan Tabak,Center,Right,245,1970,6,15,-0.6126877273007201,0.8353164262217906,-1.2930124028164887,-1.094579008656228,-0.3341206244889753,-0.15613600393906304,-0.48484809432446113,0.12152360075267443,-0.5549910814636216,0.5552050770203668,1.4678940249039027,1.190933753367195,0,0,0,0,0,1,0,0,5200000,3660482
taftch01,1985-03-10,0.1,60.5,0.0,16.7,17,15.6,2.8,2.1,0.5,60.5,University of Pittsburgh,2nd round,2005,82,Chris Taft,Center,Right,260,1985,3,10,-1.0147016266952196,2.0585229758467802,-1.2930124028164887,-3.380687077517193,-1.0197700010509496,0.648909473628556,-0.9256485869728001,-0.5338547701187357,-0.6191631023084357,1.7461674537672,0.8997242028846847,1.7625499764534862,1,0,0,0,0,1,0,0,1087971,644399
tarladr01,1973-05-09,0.7,39.4,0.0,75.8,43,5.6,2.4,2.8,-0.2,39.4,N/A,2nd round,1995,82,Dragan Tarlac,Center,Right,260,1973,5,9,-0.6126877273007201,-0.5485132056771883,-1.2930124028164887,0.393306969121998,-0.9422618106569873,-1.223289311412419,-1.00579413109068,-0.22801153037874444,-0.6428054257775777,-0.7921462986932228,0.8997242028846847,1.7625499764534862,0,0,0,0,0,1,0,0,2500000,1687358
tarplro01,1964-11-28,1.0,48.3,17.6,74.4,280,18.4,12.6,10.0,19.8,48.4,University of Michigan,1st round,1986,83,Roy Tarpley,Power Forward and Center,Right,230,1964,11,28,-0.4116807776034703,0.5511371268139641,-0.20233710871444954,0.30390609492073173,-0.23574484437356155,1.1731251334400288,1.0379172439152549,2.917804649804024,0.032689530483623226,0.2905467710766257,1.1838091138942937,0.6193175302809041,1,0,0,0,1,1,1,0,5720000,4499762
tatumja01,1998-03-03,1.9,46.1,40.0,84.0,159,15.2,14.8,5.5,12.0,52.0,Duke University,1st round,2017,80,Jayson Tatum,Small Forward,Right,208,1998,3,3,0.1913400714882789,0.27931344911952244,1.1857950837790547,0.9169406608722752,-0.5964560381300785,0.5740215222269169,1.478717736563594,0.951669537189794,-0.2307535024582452,0.7236239989845653,0.3315543808654667,-0.21905293024565606,1,0,0,1,0,0,1,0,5645400,2752605
tavarwa01,1992-03-22,0.3,62.5,0.0,27.3,13,16.3,2.5,2.5,0.2,62.5,N/A,2nd round,2014,87,Edy Tavares,Center,Right,260,1992,3,22,-0.8806969935637197,2.305635410114455,-1.2930124028164887,-2.7037947442790307,-1.0316943380346362,0.7799633885814244,-0.9857577450612098,-0.3590872045530264,-0.6292955266523538,1.9867659137160554,2.3201487579327296,1.7625499764534862,0,0,0,0,0,1,0,0,2005145,1001387
tayloan01,1965-11-30,2.0,39.7,0.0,75.0,21,11.1,6.9,1.6,0.2,39.7,University of Oregon,2nd round,1988,76,Anthony Taylor,Point Guard,Right,175,1965,11,30,0.25834238805402887,-0.5114463405370365,-1.2930124028164887,0.34222075529270285,-1.007845664067263,-0.19357997963988274,-0.10415675976453204,-0.7523142270758725,-0.6292955266523538,-0.7560565297008941,-0.8047852631729693,-1.4766086210354963,1,1,0,0,0,0,0,1,100000,89812
tayloje03,1989-05-23,0.8,40.9,31.9,66.5,132,8.9,6.1,2.0,1.3,46.5,Vanderbilt University,2nd round,2012,79,Jeff Taylor,Small Forward,Right,225,1989,5,23,-0.5456854107349701,-0.3631788799764322,0.683836567743457,-0.2005702666435599,-0.6769453127699624,-0.6054637123488971,-0.26444784800029175,-0.5775466615101631,-0.5921433040579877,0.061978234125213374,0.04746946985585768,0.42877878925214047,1,0,0,1,0,0,1,0,2279115,1173250
tayloje02,1986-12-08,0.7,44.1,28.4,73.0,65,11.9,5.4,1.7,0.2,47.1,University of Central Florida,2nd round,2009,76,Jermaine Taylor,Shooting Guard,Right,210,1986,12,8,-0.6126877273007201,0.0322010148518477,0.46694091266634696,0.21450522071946454,-0.8766779572467115,-0.04380407683660461,-0.40470255020658125,-0.7086223356844452,-0.6292955266523538,0.13415777210987012,-0.8047852631729693,-0.1428374338341506,1,0,1,0,0,0,0,1,1505871,824840
taylojo01,1974-06-04,0.5,40.2,39.4,71.8,54,8.7,4.7,2.2,0.1,45.8,"Indian Hills Community College, University of Tennessee at Chattanooga",1st round,1997,81,Johnny Taylor,Small Forward,Right,220,1974,6,4,-0.7466923604322199,-0.44966823197011785,1.1486129714801214,0.13787589997552138,-0.9094698839518494,-0.6429076880497168,-0.544957252412871,-0.49016287872730835,-0.6326730014336597,-0.022231226856886298,0.6156392918750757,0.23824004822337677,1,0,0,1,0,0,1,0,3111280,2165107
tayloma01,1976-10-30,1.2,46.6,15.2,71.1,534,13.1,11.0,4.6,9.9,46.7,University of Michigan,1st round,1997,81,Maurice Taylor,Small Forward and Center and Power Forward,Right,260,1976,10,30,-0.2776761444719705,0.3410915576864411,-0.3510655579101823,0.0931754628748878,0.5214505540905319,0.18085977736831224,0.7173350674437358,0.5584425146669477,-0.3016804728656713,0.08603808012009924,0.6156392918750757,1.7625499764534862,1,0,0,1,1,1,1,0,53444118,33684927
taylomi01,1986-01-21,2.1,41.2,32.5,69.1,51,10.1,5.7,1.7,-0.4,43.6,Iowa State University,2nd round,2008,74,Mike Taylor,Point Guard,Right,165,1986,1,21,0.3253447046197788,-0.3261120148362805,0.7210186800423902,-0.03454007169835049,-0.9184131366896143,-0.38079985814398026,-0.34459339211817147,-0.7086223356844452,-0.6495603753401897,-0.28688953280062657,-1.3729550851921872,-1.8576861030930236,1,1,0,0,0,0,0,1,500000,278629
tayloty01,1990-04-12,0.9,35.4,36.0,68.4,61,5.8,2.9,0.5,-0.9,37.9,University of Kansas,2nd round,2012,75,Tyshawn Taylor,Point Guard,Right,185,1990,4,12,-0.4786830941692202,-1.0427380742125378,0.9379143351195003,-0.07924050879898317,-0.888602294230398,-1.1858453357115994,-0.9056122009433302,-1.2329250323815732,-0.6664477492467198,-0.9725951436548643,-1.0888701741825784,-1.095531138977969,1,1,0,0,0,0,0,1,1262476,655951
teaglte01,1960-04-10,1.4,46.5,21.0,79.2,687,13.7,11.6,2.6,13.4,46.7,Baylor University,1st round,1982,77,Terry Teagle,Shooting Guard and Small Forward,Right,195,1960,4,10,-0.14367151134047068,0.3287359359730572,0.008361527646171544,0.6104233778965035,0.9775564437165409,0.2931917044707707,0.8375533836205554,-0.315395313161599,-0.1834688555199611,0.08603808012009924,-0.5207003521633603,-0.7144536569204416,1,0,1,1,0,0,1,1,2150000,1847291
teaguje01,1988-06-10,5.8,44.5,35.6,84.2,712,17.1,12.7,2.5,48.3,48.9,Wake Forest University,1st round,2009,74,Jeff Teague,Point Guard,Right,195,1988,6,10,2.804430417552526,0.08162350170538248,0.9131262602535449,0.9297122143295992,1.0520835498645815,0.9297392913847026,1.0579536299447247,-0.3590872045530264,0.9952698431558344,0.3506963860638395,-1.3729550851921872,-0.7144536569204416,1,1,0,0,0,0,0,1,58663717,29523855
teaguma01,1993-02-28,1.5,34.3,22.2,66.1,91,4.9,2.4,1.0,-0.9,36.3,University of Kentucky,1st round,2012,74,Marquis Teague,Point Guard and Shooting Guard,Right,189,1993,2,28,-0.07666919477472071,-1.178649913059759,0.0827257522440378,-0.22611337355820793,-0.7991697668527492,-1.354343226365287,-1.00579413109068,-1.0144655754244365,-0.6664477492467198,-1.1650739116139486,-1.3729550851921872,-0.9431001461549581,1,1,1,0,0,0,0,1,3381985,1740303
telfase01,1985-06-09,3.5,39.0,31.9,77.7,564,10.8,7.4,1.6,5.0,43.6,N/A,1st round,2004,72,Sebastian Telfair,Point Guard,Right,165,1985,6,9,1.2633771365402777,-0.5979356925307231,0.683836567743457,0.5146367269665747,0.6108830814681807,-0.2497459431911118,-0.003974829617182293,-0.7523142270758725,-0.4671767371496655,-0.28688953280062657,-1.9411249072114054,-1.8576861030930236,0,1,0,0,0,0,0,1,19073889,10709093
terryja01,1977-09-15,3.8,44.4,38.0,84.5,1410,16.2,13.4,2.3,102.0,51.7,University of Arizona,1st round,1999,74,Jason Terry,Point Guard and Shooting Guard,Right,185,1977,9,15,1.4643840862375272,0.06926787999199856,1.0618547094492774,0.9488695445155847,3.1328803535178777,0.7612414007310144,1.1982083321510146,-0.44647098733588114,2.808973800717159,0.6875342299922373,-1.3729550851921872,-1.095531138977969,1,1,1,0,0,0,0,1,108253648,61452282
thabeha01,1987-02-16,0.1,56.7,0.0,57.8,224,10.3,2.2,2.7,4.8,56.7,University of Connecticut,1st round,2009,87,Hasheem Thabeet,Center,Right,263,1987,2,16,-1.0147016266952196,1.5890093507381986,-1.2930124028164887,-0.7561328420371467,-0.4026855621451727,-0.34335588244316056,-1.0458669031496197,-0.27170342177017165,-0.4739316867122775,1.2890303798643754,2.3201487579327296,1.8768732210707444,1,0,0,0,0,1,0,0,16779840,9066804
theusre01,1957-10-13,6.3,47.1,25.2,82.6,1026,16.6,18.5,3.3,66.9,47.9,"University of Nevada, Las Vegas",1st round,1978,79,Reggie Theus,Shooting Guard and Point Guard,Right,190,1957,10,13,3.1394420003812753,0.4028696662533598,0.26863631373870356,0.827539786671008,1.988144003083973,0.8361293521326538,2.220064019653982,-0.009552073421607717,1.6234801524787517,0.23039715608941186,0.04746946985585768,-0.9049923979492053,1,1,1,0,0,0,0,1,2935000,2684784
